title,review
유아 어글리 투,"유아 어글리 투,리뷰보기,시사회로 보러갔는데..,7시30분 대한극장이라 진짜 퇴근하고 시간맞추는데 힘들었음..,,영화는 음..잔잔하고 밋밋하고 그냥 뭐...너무 잔잔하고 밋밋하다.,서양의 정서는 나랑 역시 좀 맞지 않는듯,,논외로 대한극장 모랄까 좌석도 편한데 좌석 배치가 되게 옹기종기 모여있어서 진짜 예전 영화관 온것 같은 느낌이 들었다. 영화에 몰입이 잘되는 구조랄까...,,추천하였습니다."
유아 어글리 투,"어떤 영화를 봐볼까 찾아보다가 뭔가 때려부수고, 괴물이 나오고, 범인을 추적하고, 마법을 쓰고, 시간여행을 하고,,(뭐 물론 저런 영화도 재밌지만),,이런 영화보다는 뭔가 사람 냄새가 나는 영화가 보고 싶은 날이었다.,,찾아보던 도중, 솔직히 나는 '어떤 배우가 나오는지'를 많이 보는 편이다. 그리고 뭐 포스터가 어떤지, 평은 어떤지 등등 여러가지도 보지만,,<유어 어글리 투>를 보고 누가 나오나 봤을때 딱 들어오는 인물이 있었다.,,<왕좌의 게임>에서 처음 얼굴을 본 '에이단 길렌(Aidan Gillen)' 이다.,,,,<왕좌의 게임>에서 아주 기회주의적이고(?!)ㅋㅋㅋ 언변과 눈치밥으로 이리붙었다 저리 붙었다를 잘하는...,,뭐 좋게 말해서 전략가이자 나쁘게 말해서 사기꾼으로ㅋㅋ등장하든 '에이단 길렌'이 나오길래 일단 시선을 끌었다.,,,,감독 : 마크누난,개요 : 드라마, 가족 / 아일랜드 / 2016. 5. 26(국내개봉일),출연 : 에이단 길렌(Aidan Gillen), 로렌 킨셀라(Lauren Kinsella), 에리카 상떼(Erika Sainte), 조지 피스테레아누(George Pistereanu),,,동영상이 첨부되었습니다. 원본보기,,,,,,스테이시(로렌 킨셀라, Lauren Kinsella)는 이제 막 사춘기에 접어든 11살 여자아이이다.,,스테이시는 엄마가 죽게 되어 위탁가정에 의해 이곳저곳을 방황하며 다닌다.,하지만 잘 적응하지 못하는 스테이스. 가족과 함께 있는것이 스테이시에게 가장 좋을것같다는 법원의 결정으로 인해,,삼촌과 함께 지내게 되는데,,,,,윌(에이단 길렌, Aidan Gillen)이 스테이시의 삼촌이다.,,아주 질풍노도의 시기인 삼촌 윌은 이제 막 감옥에도 출소하였다.,,스테이시에게 가족이 없기 때문에, 스테이시의 보호자 역할을 하기위해 일찍 출소를 한것이다.,,,,,,누가누굴 보호하고 누가 어른인지ㅋㅋㅋ 애매한 이조합으로 영화는 시작한다.,,,,동영상이 첨부되었습니다. 원본보기,,,,스테이시와 윌이 서로 함께 다니며 생활하는 모습이 항상 티격태격해 보이지만ㅋㅋ,,영화속 계속해서 그런모습들을 보다보면 안그러는척 서로는 무척 챙기는 모습이 더 사랑스럽다고 느껴질것이다.,,츤데레들ㅋㅋㅋㅋ,,,,,,,스테이시는 약을 먹고 있다.,,엄마를 잃은 충격으로 인한 외상형 스트레스(?) 랄고 해야하나. 그런 이유로 약을 먹고있는데...,,증상은 '기면증'이다.,,갑자기 졸음이 몰려와 자신도 모르게 쓰러저 잠에 빠진다.,,그러한 이유로 스테이시가 보호자가 필요하다는 판정을 받게 된것이다.,,윌은 이런 스테이시의 보호자 역할을 하게되었고, 스테이시와 지내는 동안 보호경찰의 감시를 받으며 몇주를 보낸뒤,,법원에서 윌과 스테이시가 계속해서 지낼수 있는지 여부를 결정하기로 하였다.,,법원에서 윌이 스테이시의 보호자 역할을 계속 할수 있다고 판단을 한다면 그는 남은 형량을 채우지않고 완전 출소하여 스테이시와,,지내게 되지만, 그게 아니라면 윌은 다시 감옥으로 돌아가 남은 형량을 채워야 한다.,,,,,,,스테이시와 윌은 임시거처로 캠핑촌에 주거하게 된다.,,그리고 그곳에서 윌은 일자리를 얻을 준비를 하고, 스테이시는 다시 학교를 가기위해 필요한 준비들을 한다.,,​,,,,,,그러던 도중 캠핑촌에서 '에밀리(에리카 상떼, Erika Sainte)'를 만나게 된다.,,에밀리는 남편, 아들과 캠핑촌에 거주하고 있다. 하지만 가끔씩 남편과 말다툼을 하곤했는데,,,이웃인 윌과 스테이시와 이야기 나누며 많이 서로 위로 받는 관계로 지내게 된다.,,서로 가까워 지면서 에밀리는 윌이 출소한지 얼마 되지 않았다는것도 알게되는데, 그 이유는 스테이시도 모르고 있었다.,,그래서 둘은 윌 몰래 그가 왜 감옥에 가게되었는지 알아보게 되는데..,,스테이스는 감옥에 왜 가게되었는지 사실을 자신에게 말해주지 않은 윌에게 크게 실망을 하며 상처를 입는다.,,윌은 그런 스테이시에게 달래주고 싶고, 솔직한 자신의 마음을 이야기 해주고 싶지만,,그런 식의(?) 대화에 익숙치 않은 윌은 술과 약을 먹으며 자신을 위로한다.,,,,,,​,​,그렇게 영화는 서로를 이해할듯 이해못할듯한 일들을 반복하는데 이런 과정속에서, 서로를 이해하게 되는 계기가 된다.,,스테이시와 윌은 서로 부족한 점을 보완해주며, 나를 가장 잘 이해해주고 이제 하나뿐인 가족이라는것을 더 느끼게 된다.,,이 영화는 이런 시선(?),,(갑자기 쓰려하니 어떻게 표현해야할지 단어가 생각이 안난다...책을 그렇게 읽어도 더 읽어야겟어..),,​이런 과정들을 보여주고 우리들에게 들려주고 싶었던게 아닐까 생각된다.,,서로 따뜻하게 말해주고, 내가 가진 감정을 상대방에게 솔직히 전달하는것에 익숙하지 않은 사람들의 이야기.,​,그러한 주인공들의 모습을 보면서 영화를 보는 관객들은 ""어휴 답답아!!"" 라는 탄식을 하지만ㅋㅋ,,그래도~그래도~ㅋㅋ그래도!! 말하지 않아도 서로를 이해하는 모습에 더 훈훈함을 느낀다.,​,​,,,,,,,,어느덧 스테이시와 윌이 계속 지낼수 있는지를 결정하는 날이 다가오게 된다.,,이 결정이 어떻게 되냐에 따라,,스테이시와 윌이 계속 함께 지내수 있냐 or 스테이시는 다시 위탁가정에 맡겨지고 윌은 남은 형량을 채우기 위해 다시 감옥에 들어가냐,,결정된다. 영화의 전개에 이부분이 중요한 부분이고, 영화가 어떻게 끝맺을지 결정하는 씬이지만 그렇게  긴 시간을 할애하지 않았다.,,영화의 런닝타임 81분중에 가장 많은 부분은 스테이시와 윌이 함께 지내는 모습, 에밀리와 함께 서로 이야기 나누고,,서로를 이해해가는 모습에 가장 긴 시간을 할애 하였다.,,,,,영화의 전체적인 배경은 약간? 어둡다..,,영화의 한장면 한장면의 톤이라고 해야할까? 보여지는 배경들이나 모습들이 전체적으로 어둡다.,,노을이 저가는 하늘.. 캠핑촌의 밤풍경속에 일정한 간격으로 밖을 밝히고 있는 조명들.. 갈색 갈대밭...,,분위기가 어둡기라기보다,,아니 영화의 분위기는 되려 밝다ㅋㅋ스테이시와 길이 하루종일 티격태격 되니까ㅋㅋㅋ,,그러한 모습들이 말하지 않고 가만히 있는 아일랜드의 어두운 밤풍경과 대조되면서 잘 어울리는 분위기가 연출된다.,,영화의 분위기나 배경은 어둡고 춥지만, 그속 이야기는 따뜻하게 느껴졌다.,,,아일랜드의 멋진 풍경들을 잘 담고 있다. 내가 생각하고 있는 그런 아일랜드의 딱 맞는 분위기를 느낄수 있었다.,,잘은 알지 못하지만 고집있고 터프한 아일랜드 사람들의 모습, 그리고 추운듯하면서 넓은모습에 청량감을 주는 아일랜드 시골길들,,아일랜드을 잘 느낄수 있다.,,​,,,,​,,스테이시와 길에게 말해주고 전해주고 싶다.,,서로 더 잘해주고, 서로 생각하고 있는 마음을 더 솔직히 표현하라고.,,서로 뒷모습만 보며 아쉬워 하지말고, 서로 얼마나 아끼는지 말하라고.,,,따뜻한 감성을 느끼고 싶었던 날에,,따뜻한 감성을 느끼게 해준 좋은 영화였다.,,,,,,추천하였습니다."
유아 어글리 투,",,유아 어글리 투 (2015),​ You're Ugly Too,​,드라마 / 가족 / 개봉 2016.05.26,81분, 12세이상관람가,                    아일랜드,,감독,​ 마크 누넌 Mark Noonan,주연,﻿ 에이단 질렌 Aidan Gillen 윌 역,로렌 킨셀라 Lauren Kinsella 스테이시 역,​,출연,​ 에리카 세인트 Erika Sainte 에밀 역,​ 조지 피스테레아누 George Pistereanu 티버 역,​ 제시 모리스 Jesse Morris 화난 운전사 역,​,​,줄거리,​,중2병 보다 무서운 중년병 삼촌 ‘윌’ 중년병 보다 무서운 쿨걸 조카 ’스테이시’ 누나의 죽음으로 홀로 남은 조카 ‘스테이시’를 돌보기 위해 가석방 된 ‘윌’. 스테이시와 함께 누나와 추억이 담긴 캠핑장에서 새롭게 시작하려고 한다. 서툰 우리가 이상한가요? 스테이시의 전학은 문제가 생기고, 일자리도 구하지 못하고, 이웃 사람들마저 도와주지 않는다! 가족이 되기 위해 노력하지만, 꼬여만 가는 ‘윌’ 과 ‘스테이시’. 서로의 존재만 알고 있던 삼촌과 조카의 츤데레 가족 이야기가 시작된다,,,​,,​,,​,,​,,​,,​,,​,,​,,,​,​,,​,,​,,,​,,​,​,,​,,​,,​,,추천하였습니다."
유아 어글리 투,",유아 어글리 투 (So wie ich bin , You're Ugly Too , 2015),,,드라마, 가족 / 아일랜드 / 81분,감독 : 마크 누난 / 출연 : 에이단 길렌(윌), 로렌 킨셀라(스테이시), 에리카 상떼(에밀리),,,“중2병 보다 무서운 중년병 삼촌 윌 (에이단 길렌)” “중년병 보다 무서운 쿨걸 조카 스테이시 (로렌 킨셀라)” 누나의 죽음으로 홀로 남은 조카 ‘스테이시’를 돌보기 위해 가석방된 ‘윌’ 스테이시와 함께 누나와 추억이 담긴 캠핑장에서 새롭게 시작하려고 한다. “서툰 우리가 이상한가요?” 스테이시의 전학은 문제가 생기고, 일자리도 구하지 못하고, 이웃 사람들마저 도와주지 않는다! 가족이 되기 위해 노력하지만, 꼬여만 가는 윌과 스테이시 서로의 존재만 알고 있던 삼촌과 조카의 츤데레 가족 이야기가 시작된다,,,,[출처 : NAVER 영화],,​,-------------------------------------------------------------------------------------,가족드라마.,조카를 위한 삼촌의 맘!,부모 못지않네^^,,조카가 어린나이에 너무 철이 든것 같아,쫌 안쓰러워보인다.,,,추천하였습니다."
유아 어글리 투,",,“중2병 보다 무서운 중년병 삼촌 윌 (에이단 길렌)” “중년병 보다 무서운 쿨걸 조카 스테이시 (로렌 킨셀라)” 누나의 죽음으로 홀로 남은 조카 ‘스테이시’를 돌보기 위해 가석방된 ‘윌’ 스테이시와 함께 누나와 추억이 담긴 캠핑장에서 새롭게 시작하려고 한다. “서툰 우리가 이상한가요?” 스테이시의 전학은 문제가 생기고, 일자리도 구하지 못하고, 이웃 사람들마저 도와주지 않는다! 가족이 되기 위해 노력하지만, 꼬여만 가는 윌과 스테이시 서로의 존재만 알고 있던 삼촌과 조카의 츤데레 가족 이야기가 시작된다,--------------------------------------------------------------------------------------,두 배우의 무미건조하면서도 진심을 담아낸 연기 아주 좋았다.,가족이라는 울타리와 그늘을 설정해내가기에는 많은 노력이 필요하다,,추천하였습니다."
유아 어글리 투,",제목만으로는 오해를 사기에 충분한 <유아 어글리 투> 를 봤다,,6주 전 엄마가 눈을 감으며 삼촌과 함께 살게 된 11살 소녀 스테이시. 엄마는 남동생 윌이 감옥에 있다고 말해줬을 뿐이어서 무슨 죄를 지었는지 알 수 없다.,,서로에게 유일한 피붙이인 삼촌과 조카는 윌 남매의 추억이 남아 있는 카라반에서 생활을 시작한다. 또래에 비해 입이 좀 거친 스테이시와 준법 정신보다 장난끼가 더 많은 윌은 투닥이면서도 어찌저찌 어울려 지낸다.,,,,엄마를 잃은 충격 때문일까 스테이시에게 갑작스레 기면증 증상이 나타나고 이 때문에 비싼 약을 복용해야 하는 건 물론, 학교에도 갈 수 없게 된다. 대신 캠프촌 이웃인 에밀리가 과거 선생님이었던 경력을 살려 스테이시에게 공부를 가르쳐준다.,,,,스테이시는 삼촌과 에밀리가 잘되길 바라지만, 윌은 이미 남편과 아이가 있는 에밀리에게 다가가기 어렵다. 또 어린 조카를 위한 가석방 상태라 정해진 시간마다 보호감찰관에게 전화를 빼먹을 수 없는 그의 처지도 한몫한다.,,,,환경이 이렇다 보니 일자리를 찾는 데도 어려움이 따르는데 에밀리의 남편 티보가 흔쾌히 일을 시켜주고 일당도 준다. 또 에밀리와 좋은 관계를 이어가도 상관없다며 허락 아닌 허락도 한다.,,,일도, 사랑도, 육아도 제법 괜찮다 싶을 무렵 보호심사가 잡힌다. 윌이 스테이시를 책임질 수 있는지에 대한 심사로, 이 심사만 통과하면 윌은 완전 출소할 수 있고 스테이시는 더 이상 위탁가정을 전전하지 않아도 된다.,,,,그러나 윌이 자신의 약을 빼먹는 데다 매형, 그러니까 스테이시 아빠를 죽여 수감됐다는 사실을 알게 된 스테이시는 배신감을 느낀다. 이후 윌은 스테이시의 아빠가 가정폭력범이었으며 이를 제지하다 뜻하지 않은 사고로 목숨을 잃었다고 설명한다.,,,,숙질간 오해는 풀었지만 스테이시 이마에 난 상처만큼이나 보호심사도 뜻대로 되지 않아 윌은 6개월 남은 형기를 마치러 감옥으로 돌아가고 스테이시 역시 위탁가정으로 보내진다.,,,,6개월이 지나고 완전히 출소한 윌은 감찰관의 소개로 지방에 일자리를 구했다며 스테이시에게 함께 가자고 제안한다. 그새 자란 스테이시는 당분간은 이곳에서 지내는 게 나을 것 같다며 거절한다. 윌은 조카의 선택을 받아들이고 스테이시에게 더 잘 어울린다며 갖고 있던 모자를 씌워준다.,,,문제 시 즉시 삭제하겠습니다.,,,,,추천하였습니다."
이니시에이션 러브,"이니시에이션 러브,리뷰보기,ㅋㅋㅋㅋ 잼있었음,흠.. 마츠다 쇼타... 개간지.... 헐...,,말라서 그런가.... 하하;,,마에다아츠코는 몰려보이긴하는ㄷㅔ 몸매도 날씬하고, 애교있는 목소리 ㅎㅎ,,뭐 앞 영상에 이 영화의 반전 내용을 퍼트리지말라고 ㅋㅋㅋ경고같은 귀여운 문구가 뜸 ㅋㅋㅋ,,흠 나도 속긴했음 ㅎㅎ,,역시 다이어트는 긁지않은 복권이다! 이런식으로 느끼며 그랫엇다...,,헤헤.. 마츠다쇼타가 멋진걸로 이영화는...그랫음..,,그나저나 츠츠미 감독 작품은 왜케 다 잼나냐. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,이 아저씨 거 다 잼나네.. 드라마던 영화던... 특히 피칸치가....................ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,추천하였습니다."
이니시에이션 러브,"이니시에이션 러브,리뷰보기,,,유튜브로 짧게 훑어 본 작품이라 평점을 주기는 애매하고.,,리플들을 보니 뻔한 서술 트릭이라는 얘기들이 많은데,,나는 그거슨 잘 모르겄고.,,잔잔하게 보다가.,,마지막에 ""헐"" 하는 느낌은 좋았다.,,다만 다른 글에서도 누누이 언급했듯이,,대놓고 반전이 있다고 광고를 하다니..,,,물론 입장을 이해는 한다.,,마지막 5분을 제외하면 너무나도 정적인 이 영화를 두고 홍보를 할 때,,반전이란 말보다 자극적인 대체재는 없다는 점을..,,,느낌 있었음. 볼만함.,,,추천하였습니다."
이니시에이션 러브,",유튭보다가 알게된 영화인데,,아무도 스포하지 않길래 궁금해서,,보게 됐어요,,연출도 80년대를 반영하고,,80년대 색깔이 두드러진 메시지가 뚜렷한 영화더라구요,,한명 빼고는 누구도 착하다 할 수 없고,,진짜 제목처럼 그렇게 사랑을 깨달아,,다른 사랑을 하게 되는,,그 과정을 담은 영화 였어요,,영화를 처음 보면,,어? 했던 설정들이,,나중에 반전을 보고 나서야 아 그래서 이랬구나로 이해하게 될 수있더라구요,,하도 반전반전 거려서,,나름 추측해가면서 영화를 봤는데,,80프로는 맞힌것 같아서 ㅋㅋㅋㅋㅋㅋ,,엄청 배신감 들지는 않았어요,,,남주의 시선으로 따라가는 영화인지라,,여주의 생각도 궁금했지만,,포커스가 확실해서 여주의 생각을 많이는 알 수 없었던게 아쉬웠던,,,영화 이니시에이션 러브 였습니다,추천하였습니다."
이니시에이션 러브,"일본 로맨스 영화 추천 이니시에이션 러브 줄거리,,일본 로맨스 영화 추천 이니시에이션러브는,츠츠미 유키히코 감독이 연출을 맡았고,주연으로는 마츠다 쇼타(스즈키), 마에다 아츠코(마유),,키무라 후미노가 출연했습니다.,반전 로맨스라는 독특한 장르의 영화였습니다.,,,,일본 로맨스 영화 추천 이니시에이션러브는 걸작 ‘세상의 중심에서 사랑을 외치다’의,츠츠미 유키히코 감독이 메가폰을 잡고 만든 영화이기도 하죠.,풋풋하고 애틋하였던 첫사랑의 이야기를 담은 영화 이니시에이션 러브,,영화는 밀리언셀러를 원작으로 한 영화이기도 한데요~,반전이 있는 충격적 엔딩을 담기도 하였죠,,바로 첫사랑의 의미를 뒤엎어주게 된 화제작이기도 하였어요,관객들이 경악하게 된 최고의 반전 로맨스작이 되기도 합니다.,,영화는 모태솔로인 대학생 주인공 스즈키의 이야기로 시작됩니다.,여학생 마유 라는 학생에게 첫 눈에 반하면서 스즈키는 점점 변화되게 됩니다.,,하지만 스즈키가 도쿄에 취직하게 되면서 점점 어긋나기 시작합니다.,바로 스즈키는 미야코와 마유를 비교하기 시작하면서 그들의 첫사랑이 깨지게 되었던 것,,아이에서 어른이 되어가는 의식.,영원할 것 같던 나의 사랑이 다른 곳을 향하기 시작하였다.,일본 로맨스 영화 추천 이니시에이션 러브였습니다.,추천하였습니다."
이니시에이션 러브,",,,,,영화 이니시에이션러브,,,,,,,Side A 80년대 후반, 수줍음 많고 순수한 모태솔로 대학생 ‘스즈키’는 마지못해 나간 미팅에서 만난 사랑스러운 여학생 ‘마유’에게 첫 눈에 반한다.,그녀에게 어울리는 남자가 되려는 노력이 조금씩 ‘스즈키’를 바꾸어 놓고, 그들은 결국 세상에서 가장 풋풋한 연인이 된다.,,Side B 그들의 달콤한 한 때는 ‘스즈키’가 도쿄에 취직하게 되면서 어긋나기 시작한다. ‘스즈키’는 주말마다 ‘마유’가 있는 곳을 오가지만,,지쳐가는 몸만큼 마음도 점점 멀어져 간다. 설상가상 ‘스즈키’가 매력적인 동료 ‘미야코’와 ‘마유’를,비교하기 시작하면서 그들의 첫사랑에도 결국 빨간 불이 켜진다. 일본 추천 영화를 검색하다가 카페를 통해 알게 된 영화 이니시에이션러브,거두절미하고 바로 추천한 이유를 알 것만 같다,스토리를 미리 알고보면 재미가 없다는 것만 알고 이 영화를 시작하길 바란다,특유의 일본의 코믹함이 잘 어우러져 마지막에는 뒷통수를 때리는 러브스토리 포스터가 강렬한만큼 마지막 영화 5분도 반전이 어마어마하다,영화 겟아웃만큼 반전이 있는 영화!,남주가 어디서 많이 봤나 했더니 꽃보다 남자 중 한명이였네,칼머리가 인상적이였다 탁군-! 영화 이니시에이션러브에서 중간마다 여배우의 인상착의와 행동,악세사리를 유의깊게 보면 대충 어떠한 반전인지 느낌이 올 것이다,평점이 낮은 것치고 너무 재밌게 봤는데,왜 흥행을 하지 못한 것일가 ?,우리나라에서 리메이크해도 반응이 좋을 것 같은데...... 한 여자를 두고 A,B의 스토리를 두는데,테이프의 앞면과 뒷면을 묘사하여 잘 풀어내었다,드라마 응답하라처럼 일본의 80년대의 촌스러움과 향수병을,자극하여 표현하고 그 당시 유행하던 옷들을 보는 재미도 있었다,여주인공과 새로운 동기여자 사이에 갈등하는 탁군,몸이 멀어지면 마음도 멀어지듯이,이 영화에서 말하는 이니시에이션러브란 첫사랑은 첫사랑일뿐이다,처음의 경험과 추억으로 상대에게 사랑이 없이 껍데기만,가지고 가는 것보다 새로운 사랑을 찾아나가는 것도 어른 사랑이 되는 과정이라는 것.,과연 그럴까? 영화 이니시에이션러브 마지막 반전은 주인공의,어마어마한 계획하에 주도면밀하에 이루어졌지만,결국에는 밝혀지게 되는데........,멜로영화의 서스펜스 끝판왕이다,,,,,,,처음부터 끝까지 호기심을 자극하는 영화 이니시에이션러브,영화의 이름처럼 성인이 되는 통과의례적인 사랑이,과연 어떤 것일지 답은 모르겠지만,이 영화를 보면 조금은 현실감 있는 반전떄문에 알수도 있지 않을까 싶다,따분한 영화가 지루하다면 영화 이니시에이션 추천!!,,,,,,,,,추천하였습니다."
이니시에이션 러브,"이니시에이션 러브,리뷰보기,,,,,,,,,,,[2021-161],이니시에이션 러브,,,,,,,2021년 5월 31일 월요일 시리즈온+모바일 평점 3.5점,,,어떻게 보면 로맨스 영화이지만 라스트씬의 반전으로 인해 일종의 쾌감을 선사하는 영화다. 2015년 제 19회 부천판타스틱 영화제에서 상영되며 관객들에게 상당히 화제를 불러일으킨 작품이기도 하다. 원작소설을 기반으로 만들어졌고, 그중 일부분을 차용해서 제작됐다고 하는데 아쉽게도 아직 국내에 출간되지 않은것 같다.,,반전에 너무 많은 기대를 하지 않고 흘러가는 흐름대로 감상하는게 훨씬 영화의 재미를 높여주지 않을까 생각된다. 아무래도 반전 스토리가 중요한 영화인지라 간단하게 스토리를 소개하자면,,,""Side A 80년대 후반, 수줍음 많고 순수한 모태솔로 대학생 스즈키는 마지못해 나간 미팅에서 만난 사랑스러운 여학생 마유에게 첫 눈에 반한다. 그녀에게 어울리는 남자가 되려는 노력이 조금씩 ‘스즈키’를 바꾸어 놓고, 그들은 결국 세상에서 가장 풋풋한 연인이 된다. Side B 그들의 달콤한 한 때는 스즈키가 도쿄에 취직하게 되면서 어긋나기 시작한다. 스즈키는 주말마다 마유가 있는 곳을 오가지만, 지쳐가는 몸만큼 마음도 점점 멀어져 간다. 설상가상 스즈키가 매력적인 동료 미야코와 마유를 비교하기 시작하면서 그들의 첫사랑에도 결국 빨간 불이 켜진다.(네이버 발췌)"",,87년도 당시의 시대상황이 적극적으로 반영되며 귀에 익숙한 J-pop을 듣는건 또 하나의 즐거움이다. 당시 길거리 불법테이프에서 흘러나오던 음악들이 연상되며 살짝 추억에 빠지기도 했다. 특히 나이트에서 자주 틀어줬던 럭키찬스는 다시 들어도 상당히 흥겨운 멜로디의 어깨가 절로 들썩이는 댄스넘버였다.,,[세상의 중시에서 사랑을 외치다]와 드라마 [트릭]의 츠츠미 유키히코 감독이 연출을 맡았으며, 연예인 가족으로 유명한 주인공 마츠다 쇼타는 나쁜 남자와 상남자를 오가는 스즈키역으로 좋은 연기를 보여준다. 걸그룹 출신의 앗짱으로 불리는 마에다 아츠코가 여주인공 마유역으로 독특한 목소리로 여주인공을 훌륭하게 소화해낸다.,,엔딩 크레딧의 80년대 실제 시대물을 직접 소개하는 장면도 놓칠 수 없다. 간만에 재미있게 감상한 로맨스반전영화였다. ㅋ,,추천하였습니다."
이레셔널 맨,"이레셔널 맨,,,,,,,,,지식으로 무장하고 있지만 모두 말장난에 불과할 뿐 보이지 않는 진실을 갈구하고 있다고 여기며, 상대방을 현혹시키는 말솜씨까지 갖춘 남성이라면 충분히 매력적일 수 있다는 중년남자의 판타지.,나이는 있어도 연륜만큼 다양한 경험을 쌓았고, 풋내기같은 또래 남자들보다 자신을 더 보듬어주고 연상의 남자에 대한 판타지를 가진 젊은여성 ​.,삶의 아이러니를 풀어내는 우디 앨런 감독만의 시각을 영화에서 느껴보자,,,,,,,,​,,,,,,,,,​,,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,​,,,,,,,,,,,,R&DD WIT(주),,본사 : 경기도 파주시 탄현면 오금로 50 | 서울영업소 : 서울시 마포구 월드컵북로 400 2층,​ 평일 09시 ~ 18시 | FAX 070 4009 6677,,대표전화 1644 7750,,,,,,,추천하였습니다."
